SampleID	freebayes	lofreq	Mutect2	sniper	strelka2	VarDict	VarScan
FA21860388-A3ABF9DXNF2-Y01K-100100	0.209484399070671	0.0909881541810966	0.0751568109668527	0.484812765866043	0.544081100718161	0.0509710891628115	0.173855815042365
FA21860388-A3ABF9DXNF2-Y01K-10040	0.284256540525023	0.16758353932764	0.102530072948442	0.487721385411447	0.478155753539882	0.207817393625253	0.0453375095411736
FA21860388-A3ABF9DXNF2-Y01K-10060	0.256007543847499	0.0663135420226308	0.0818956558929568	0.48778592356557	0.455603823907777	0.140062675206584	0.141677119428299
FA21860388-A3ABF9DXNF2-Y01K-10080	0.222046617778387	0.0832601502612793	0.130443499138595	0.475803361493748	0.528762753033551	0.0719625834859525	0.346735702253165
FA21860388-A3ABF9DXNF2-Y01K-40100	0.685789950453707	0.0918608583657737	0.0210669428026636	0.480555040241828	0.579528170305291	-0.102314532989407	0.289645146001927
FA21860388-A3ABF9DXNF2-Y01K-4040	0.766234951482474	0.0942126708166955	0.0579774374214983	0.506709857362914	0.490910193896121	-0.0145074686657062	0.282236774478732
FA21860388-A3ABF9DXNF2-Y01K-4060	0.708193890260046	0.102704223448112	0.0500512647346786	0.485121631078631	0.509998958267318	-0.0306589628338833	0.354467659596395
FA21860388-A3ABF9DXNF2-Y01K-4080	0.696397858359398	0.0846863962592629	0.0163293955372791	0.486115685666962	0.558995906336726	-0.0985294063222473	0.252367510570521
FA21860388-A3ABF9DXNF2-Y01K-60100	0.421443538540025	0.161863886455158	0.0407834148163851	0.475146837239921	0.6327913086044	-0.0270436780907374	0.249434242794136
FA21860388-A3ABF9DXNF2-Y01K-6040	0.491478748712208	0.18919159915566	0.0687017637731253	0.497851006018703	0.533485780775541	0.0985938909199608	0.162883474534224
FA21860388-A3ABF9DXNF2-Y01K-6060	0.440989861566613	0.149306611519284	0.044918815011954	0.476557421856864	0.563886912331868	0.0345694396468756	0.23012815980185
FA21860388-A3ABF9DXNF2-Y01K-6080	0.438093400074203	0.144852763195441	0.0352758137115828	0.47923495937302	0.604106692423307	-0.0311326310041574	0.257165638519908
FA21860388-A3ABF9DXNF2-Y01K-80100	0.283498864152785	0.128673301362339	0.0696817682841951	0.473391959220246	0.587798284767211	0.0117540079340277	0.279002510018616
FA21860388-A3ABF9DXNF2-Y01K-8040	0.309624527646703	0.195785169454616	0.108261762800564	0.482561933379941	0.472192071240389	0.161679814312391	0.0489100512795911
FA21860388-A3ABF9DXNF2-Y01K-8060	0.357796786242713	0.132995856316859	0.0801653875097912	0.48158921255031	0.515297231825678	0.0883087696690678	0.120301061341103
FA21860388-A3ABF9DXNF2-Y01K-8080	0.323605826499621	0.129859966703553	0.0785867359463896	0.480446242551349	0.567113061178318	0.0237158317426927	0.233652347570279
FA218A0039-A3AAF91RNF2-Y01K-100100	0.260966743229983	0.298119345473162	0.170157886501033	0.475612615322331	0.515458146627975	0.150954294238204	0.342986673910905
FA218A0039-A3AAF91RNF2-Y01K-10040	0.392604593412858	0.287108172576187	0.188349296587528	0.516229359341566	0.357342866119316	0.376040204074508	-0.0035484484755201
FA218A0039-A3AAF91RNF2-Y01K-10060	0.280048889620184	0.32540068591845	0.234075748037121	0.490296843103094	0.40940668816568	0.213519504929115	0.389171879612564
FA218A0039-A3AAF91RNF2-Y01K-10080	0.263375031069673	0.279515348448906	0.19101431335407	0.451960669466779	0.464950063843316	0.208090474873605	0.263495840330094
FA218A0039-A3AAF91RNF2-Y01K-40100	0.848270257951716	0.210294257448706	0.0345823063660611	0.552843641001888	0.478329687612077	0.546827273423919	0.257233887989826
FA218A0039-A3AAF91RNF2-Y01K-4040	0.851089238382838	0.356151051436144	0.157387367076083	0.609858703191717	0.446008264235345	0.128749910638308	0.402942978544803
FA218A0039-A3AAF91RNF2-Y01K-4060	0.817506934012399	0.500322979447687	0.106688102102607	0.52812562322499	0.433034692147824	0.251057746385522	0.795466019782614
FA218A0039-A3AAF91RNF2-Y01K-4080	0.8452086836472	0.229148452821544	0.0644546087306655	0.541314435153863	0.453600058892243	0.405074628627036	0.230283612368747
FA218A0039-A3AAF91RNF2-Y01K-60100	0.572844656414728	0.3357415860611	0.144328779837067	0.511736120278439	0.594586995549989	0.171019518179494	0.214555287924085
FA218A0039-A3AAF91RNF2-Y01K-6040	0.620395217348568	0.350112168077979	0.274639741750719	0.550026376941792	0.452683552247729	0.244147244573941	-0.0098278205837374
FA218A0039-A3AAF91RNF2-Y01K-6060	0.600804992296928	0.361178698188192	0.186465925832232	0.527943468879821	0.4805093612287	0.0634640802874269	0.208467418781938
FA218A0039-A3AAF91RNF2-Y01K-6080	0.638773342909439	0.351779373096864	0.181098584462361	0.527249203388855	0.578131404757488	0.120587723864313	0.0769174796180668
FA218A0039-A3AAF91RNF2-Y01K-80100	0.483011120620857	0.281224872206501	0.145115873003831	0.514982335484321	0.56203851235148	0.14058306348343	0.0977107148772612
FA218A0039-A3AAF91RNF2-Y01K-8040	0.573020220672629	0.307325849611643	0.257263958751071	0.565676824690862	0.39759898025014	0.354340053912707	-0.3902974766536
FA218A0039-A3AAF91RNF2-Y01K-8060	0.469332770041848	0.315540037901324	0.214223760340756	0.500225906446994	0.507078636324011	0.194847746708323	-0.0088756734214183
FA218A0039-A3AAF91RNF2-Y01K-8080	0.504692981667803	0.299886233979873	0.151602004558182	0.507724508823048	0.533816150937605	0.197695213116287	-0.0311501117364857
FA219N0010-A3ABF91RNF2-Y01K-100100	0.326816975127881	0.390672272949499	0.54653565266142	0.517531927941907	0.584383743715588	0.194308162792367	-0.0233115878180858
FA219N0010-A3ABF91RNF2-Y01K-10040	0.388026984553273	0.435869104909555	0.525384887329209	0.522640218081831	0.400841454024567	0.33774289407266	0.387422671619908
FA219N0010-A3ABF91RNF2-Y01K-10060	0.294240775349381	0.366201940548172	0.4024317967507	0.518017150754173	0.482263436395334	0.231102583410449	0.26876373942255
FA219N0010-A3ABF91RNF2-Y01K-10080	0.318535867719399	0.401054205560544	0.539194651671102	0.505510538179819	0.559964530195763	0.218263520483139	0.115977071087138
FA219N0010-A3ABF91RNF2-Y01K-40100	0.542777250336658	0.477085552414494	0.335427674400599	0.385046365612757	0.687160584672154	0.0975223189707839	0.217920416167241
FA219N0010-A3ABF91RNF2-Y01K-4040	0.539757211725603	0.500666947682836	0.393310542784299	0.431971645703025	0.535612804371109	0.211916742417497	0.263436879766991
FA219N0010-A3ABF91RNF2-Y01K-4060	0.532993402835653	0.481493429039839	0.380119438712481	0.393184280555293	0.590418772590509	0.143069199123531	0.161392877606952
FA219N0010-A3ABF91RNF2-Y01K-4080	0.539287993151456	0.490090480027807	0.360766629027219	0.424516477042504	0.654043350897637	0.123043946964465	0.18110518912511
FA219N0010-A3ABF91RNF2-Y01K-60100	0.389665653400789	0.374366703125934	0.387185554613975	0.470524758073997	0.607831718647611	0.114078094122324	0.0442363674850314
FA219N0010-A3ABF91RNF2-Y01K-6040	0.468962045254691	0.402174134806368	0.448517273211707	0.47059547962759	0.45029235847588	0.283057747536847	0.246482843006805
FA219N0010-A3ABF91RNF2-Y01K-6060	0.41221129395655	0.392119058536482	0.439801273369036	0.43939469406292	0.54331087526391	0.177691525249059	0.228509413941702
FA219N0010-A3ABF91RNF2-Y01K-6080	0.402654632262299	0.393834895702873	0.406880894677202	0.450692710524682	0.592254793178801	0.119897501237563	0.049560199339611
FA219N0010-A3ABF91RNF2-Y01K-80100	0.353595239410224	0.403997784255327	0.454601651825058	0.510206255691662	0.610600946248441	0.18914761217325	0.0289087769874286
FA219N0010-A3ABF91RNF2-Y01K-8040	0.427243478987897	0.448519828224101	0.477001924770247	0.502727645288649	0.423685398459884	0.365150813010262	0.285565965759377
FA219N0010-A3ABF91RNF2-Y01K-8060	0.360120280224331	0.435847958752054	0.48180029106589	0.484958424215177	0.515096103838255	0.267064722389754	0.228617829306851
FA219N0010-A3ABF91RNF2-Y01K-8080	0.343252340976092	0.4235508477154	0.457418099112215	0.480545998368663	0.600558437087235	0.202272446774491	0.107677051865967
FA21A00249-A3ABF90XNF2-Y01K-100100	0.592087997624675	0.0769610549896659	0.505929241518487	0.859391983482198	0.580829755999602	0.599654666898424	-0.0976468490605008
FA21A00249-A3ABF90XNF2-Y01K-10040	0.737403016444064	0.153139132740198	0.620109933164421	0.874479463499399	0.544084091021791	0.82795942350831	0.35283830689263
FA21A00249-A3ABF90XNF2-Y01K-10060	0.650364903066201	0.0678253337645741	0.579794905212874	0.865094813781875	0.569590491514869	0.73728898989141	0.181791692659286
FA21A00249-A3ABF90XNF2-Y01K-10080	0.550277464366747	0.0344381131080268	0.562292595234461	0.84493948124828	0.580785582578195	0.667115159002289	0.337795188854632
FA21A00249-A3ABF90XNF2-Y01K-40100	0.635874535600476	0.387713480267548	0.34624306627093	0.718973542258752	0.704534793015305	0.5183045403495	0.0103768321741195
FA21A00249-A3ABF90XNF2-Y01K-4040	0.71636472246496	0.420925959515824	0.55871010577283	0.785288366016627	0.560693139715932	0.698156222326648	0.309050500466276
FA21A00249-A3ABF90XNF2-Y01K-4060	0.702874917862914	0.425713298136314	0.460427593478226	0.754749199374021	0.635446101719654	0.626711544121762	0.16526454908462
FA21A00249-A3ABF90XNF2-Y01K-4080	0.641618297205696	0.393814834542346	0.371413051186815	0.722904924747088	0.64995966075357	0.535256008304505	0.0118389644702895
FA21A00249-A3ABF90XNF2-Y01K-60100	0.578680409967119	0.267880839136636	0.43468849608603	0.774761016440581	0.648729998475014	0.574701395742212	0.134885027390838
FA21A00249-A3ABF90XNF2-Y01K-6040	0.707992186907857	0.335013110009799	0.553558400951442	0.818215854838287	0.545011588055488	0.789429307284783	0.386843107122989
FA21A00249-A3ABF90XNF2-Y01K-6060	0.680779848636995	0.31295555552125	0.537216298637573	0.795079261965255	0.590949919002738	0.723820422041727	0.243651298323771
FA21A00249-A3ABF90XNF2-Y01K-6080	0.615421202195664	0.286531097700991	0.473819747887978	0.784471621827221	0.622635060867986	0.626190198438198	0.110040185607279
FA21A00249-A3ABF90XNF2-Y01K-80100	0.572824799162214	0.0900373924405766	0.445632421028268	0.828729678878541	0.596818115569543	0.608520712044471	0.0477943380330007
FA21A00249-A3ABF90XNF2-Y01K-8040	0.718488797018937	0.211788071060444	0.573518188358863	0.868822817836879	0.558024527587213	0.814934816586407	0.282731961909153
FA21A00249-A3ABF90XNF2-Y01K-8060	0.671373123196207	0.130060853511911	0.566127464933723	0.864944126018705	0.558534987370299	0.728606747879143	0.517272817168463
FA21A00249-A3ABF90XNF2-Y01K-8080	0.591657575395306	0.0675873391475647	0.504672090410601	0.835191881464912	0.598241353951059	0.624130732729592	0.243491366215402
FA21B40256-A3ABF90XNF2-Y01K-100100	0.398368427348762	0.0497426873105421	0.351049182616353	0.903513802468101	0.430104148665786	0.460565480219427	0.0022007305251382
FA21B40256-A3ABF90XNF2-Y01K-10040	0.58875057708233	0.177085466991561	0.482482530898957	0.849005339106406	0.350067743101619	0.710425609473429	0.340695677435144
FA21B40256-A3ABF90XNF2-Y01K-10060	0.478557218013886	0.0907560963936142	0.416569401580282	0.829216336531401	0.378100714177761	0.602123827135007	0.258991421833622
FA21B40256-A3ABF90XNF2-Y01K-10080	0.411081379091245	0.0656785905061663	0.36975932092532	0.829060058625141	0.406838187114275	0.495972902074692	-0.0346425444425576
FA21B40256-A3ABF90XNF2-Y01K-40100	0.413297644488283	0.240454799032405	0.159499122291665	0.647548908922299	0.603379284274948	0.36668682850947	-0.0672258536187594
FA21B40256-A3ABF90XNF2-Y01K-4040	0.588938920166796	0.246013979510896	0.302193727172396	0.760070281410654	0.437677520612953	0.617338379360978	0.521929407564982
FA21B40256-A3ABF90XNF2-Y01K-4060	0.488553536759188	0.242247113776994	0.249287431571962	0.692749019439153	0.510462424457795	0.505968583495418	0.272987929135835
FA21B40256-A3ABF90XNF2-Y01K-4080	0.438619467690436	0.241441397943178	0.2045760746702	0.662314319761778	0.574137443743998	0.429698140469452	0.102400862797184
FA21B40256-A3ABF90XNF2-Y01K-60100	0.402187133943449	0.0731953136906641	0.250041207677233	0.736887662048695	0.519596923994945	0.45237135370406	0.0432827697537002
FA21B40256-A3ABF90XNF2-Y01K-6040	0.602163156742435	0.112118724483592	0.386636823584402	0.759445174630153	0.441246715760066	0.696623783820251	0.120937277293699
FA21B40256-A3ABF90XNF2-Y01K-6060	0.502820502110571	0.0859371387255244	0.351481555111924	0.744512420350673	0.422275556107274	0.598732537369525	0.0604061241332323
FA21B40256-A3ABF90XNF2-Y01K-6080	0.434750812795437	0.0876788481844937	0.296913564868673	0.739276053325968	0.478531646744669	0.516522905235126	-0.0785049976308431
FA21B40256-A3ABF90XNF2-Y01K-80100	0.397783470984886	0.0582958149466136	0.334023893192448	0.783885530476522	0.47206219898028	0.456290399535527	-0.0617334757497686
FA21B40256-A3ABF90XNF2-Y01K-8040	0.598538437705337	0.186178255960146	0.468002106793548	0.810898598571457	0.344833293722204	0.722005155267846	0.413015413963317
FA21B40256-A3ABF90XNF2-Y01K-8060	0.435035820563112	0.11764751089594	0.405567732032736	0.771716462570485	0.364997414408303	0.614421394686458	0.117834355418465
FA21B40256-A3ABF90XNF2-Y01K-8080	0.411746558617716	0.0811890828356392	0.36725194111796	0.792628765650844	0.438774789125643	0.530172232903495	-0.0635518894868925
FA21B50031-A3AAF9DXNF2-Y01K-100100	0.255583873803107	0.0389716886514492	0.189366686373125	0.66152280752948	0.277618944365587	0.28414449734216	0.0806246637946174
FA21B50031-A3AAF9DXNF2-Y01K-10040	0.433909003642494	0.0677190111537855	0.276305433703193	0.708121540247909	0.39262102376719	0.522174261179661	0.19123042954816
FA21B50031-A3AAF9DXNF2-Y01K-10060	0.29180700968868	0.0917699105758565	0.240619120375587	0.675134528126245	0.323873572285764	0.423206294446184	0.287124200762274
FA21B50031-A3AAF9DXNF2-Y01K-10080	0.247402768645655	0.0419719444431347	0.210905411772777	0.664727500948559	0.247699736668017	0.331589916271772	0.176109799556409
FA21B50031-A3AAF9DXNF2-Y01K-40100	0.356670593959129	0.175385095150013	0.0913800309634485	0.51818635229151	0.403991850079149	0.138946478498208	0.069721358986464
FA21B50031-A3AAF9DXNF2-Y01K-4040	0.504943463533012	0.203565956038639	0.195585947650542	0.577664381982053	0.288256737264952	0.389311813007894	0.20703572676056
FA21B50031-A3AAF9DXNF2-Y01K-4060	0.420614015149374	0.185392535872245	0.127244460476793	0.543679237860868	0.310053692236879	0.275241569669896	0.140676192383068
FA21B50031-A3AAF9DXNF2-Y01K-4080	0.352242009017123	0.183457716313508	0.107196117779146	0.531431506987128	0.325268428503308	0.185810084063997	0.16644203312522
FA21B50031-A3AAF9DXNF2-Y01K-60100	0.27264478948181	0.124545504413191	0.156130878499212	0.587436005906729	0.355974230075915	0.266144855231187	0.0331768683392644
FA21B50031-A3AAF9DXNF2-Y01K-6040	0.495975939611731	0.212427108235314	0.287538430107729	0.614016703585575	0.351646607769073	0.516912742191454	0.304718403168421
FA21B50031-A3AAF9DXNF2-Y01K-6060	0.338387736868264	0.140295061100644	0.21277149742448	0.64510432336262	0.309244803186751	0.39963788118398	0.116896517778003
FA21B50031-A3AAF9DXNF2-Y01K-6080	0.238741845002194	0.109592046586746	0.171020214129283	0.589123334154753	0.285678897686166	0.295555127716247	0.0980128365500327
FA21B50031-A3AAF9DXNF2-Y01K-80100	0.249053216106096	0.0806738723069455	0.194059758859999	0.620831699430468	0.320632190748005	0.2636823174751	0.103190592184734
FA21B50031-A3AAF9DXNF2-Y01K-8040	0.438803810805505	0.106252746237223	0.268675134133009	0.665526122992876	0.393380785804803	0.533452643056614	0.142663263972421
FA21B50031-A3AAF9DXNF2-Y01K-8060	0.288806292855336	0.100849191725659	0.235310905180903	0.641910715475885	0.339774095128734	0.425266300659625	0.11681378712732
FA21B50031-A3AAF9DXNF2-Y01K-8080	0.230731618274597	0.0767898193738921	0.218835886156681	0.645473576146874	0.27379862858331	0.334399266649451	0.135970480178783
FA21B80187-A3ABF91RNF2-Y01K-100100	0.833885387524756	0.0036543499953521	0.110002610712085	0.452447746057111	0.135484475179503	0.246068621391959	1.20361244141499
FA21B80187-A3ABF91RNF2-Y01K-10040	0.8160574325605	0.0190165123588944	0.126472002550655	0.38063833847039	0.062089701202845	0.32600160336784	1.23421575494944
FA21B80187-A3ABF91RNF2-Y01K-10060	0.815601520660959	-0.0022627614899459	0.119153709052781	0.436531420251883	0.0969670052886724	0.289045859017358	1.26713582298152
FA21B80187-A3ABF91RNF2-Y01K-10080	0.848207264348602	0.0022378366828937	0.101634813619466	0.423967693580948	0.107493583401428	0.26768819348563	1.17791601106556
FA21B80187-A3ABF91RNF2-Y01K-40100	0.683176261728481	0.0287522281440714	0.0203673455577949	0.645492496306972	0.0745265912422821	0.344274586656625	1.18095679946633
FA21B80187-A3ABF91RNF2-Y01K-4040	0.673401372682012	0.0514017925421922	0.0287380133431875	0.563554176187695	-0.0030273499047386	0.312591472072961	0.991146188089833
FA21B80187-A3ABF91RNF2-Y01K-4060	0.684503581825879	0.0294721718960664	0.0165639922884373	0.602111069294677	0.0241444060200521	0.320073666758228	1.06505793469253
