ID	freebayes	lofreq	Mutect2	sniper	strelka2	VarDict	VarScan
FB221S0127-A3ABF91RNF3-Y01K-10060	1.0	0.0	0.0	0.0	0.0	0.0	0.0
FB221S0127-A3ABF91RNF3-Y01K-10080	0.0	0.0	0.0	0.0	0.0	0.0	1.0
FB221S0127-A3ABF91RNF3-Y01K-40100	0.0	0.0	1.0	0.0	0.0	0.0	0.0
FB221S0127-A3ABF91RNF3-Y01K-4040	0.0	0.0	0.0	0.0	0.0	0.0	1.0
FB221S0127-A3ABF91RNF3-Y01K-4060	0.0	0.0	1.0	0.0	0.0	0.0	0.0
FB221S0127-A3ABF91RNF3-Y01K-4080	0.0	0.0	1.0	0.0	0.0	0.0	0.0
FB221S0127-A3ABF91RNF3-Y01K-60100	1.0	0.0	0.0	0.0	0.0	0.0	0.0
FB221S0127-A3ABF91RNF3-Y01K-6040	0.0	0.0	0.0	0.0	0.0	0.0	1.0
FB221S0127-A3ABF91RNF3-Y01K-6060	1.0	0.0	0.0	0.0	0.0	0.0	0.0
FB221S0127-A3ABF91RNF3-Y01K-6080	1.0	0.0	0.0	0.0	0.0	0.0	0.0
FB221S0127-A3ABF91RNF3-Y01K-80100	1.0	0.0	0.0	0.0	0.0	0.0	0.0
FB221S0127-A3ABF91RNF3-Y01K-8040	0.0	0.0	0.0	0.0	0.0	0.0	1.0
FB221S0127-A3ABF91RNF3-Y01K-8060	1.0	0.0	0.0	0.0	0.0	0.0	0.0
FB221S0127-A3ABF91RNF3-Y01K-8080	1.0	0.0	0.0	0.0	0.0	0.0	0.0
FB221U0034-A3ABF91RNF2-Y01K-100100	1.0	0.0	0.0	0.0	0.0	0.0	0.0
FB221U0034-A3ABF91RNF2-Y01K-10040	1.0	0.0	0.0	0.0	0.0	0.0	0.0
FB221U0034-A3ABF91RNF2-Y01K-10060	1.0	0.0	0.0	0.0	0.0	0.0	0.0
FB221U0034-A3ABF91RNF2-Y01K-10080	1.0	0.0	0.0	0.0	0.0	0.0	0.0
FB221U0034-A3ABF91RNF2-Y01K-40100	0.0	0.0	0.0	0.0	0.0	1.0	0.0
FB221U0034-A3ABF91RNF2-Y01K-4040	0.0	0.0	0.0	0.0	0.0	1.0	0.0
FB221U0034-A3ABF91RNF2-Y01K-4060	0.0	0.0	0.0	0.0	0.0	1.0	0.0
FB221U0034-A3ABF91RNF2-Y01K-4080	0.0	0.0	0.0	0.0	0.0	1.0	0.0
FB221U0034-A3ABF91RNF2-Y01K-60100	0.0	0.0	0.0	0.0	0.0	1.0	0.0
FB221U0034-A3ABF91RNF2-Y01K-6040	0.0	0.0	1.0	0.0	0.0	0.0	0.0
FB221U0034-A3ABF91RNF2-Y01K-6060	0.0	0.0	0.0	0.0	0.0	1.0	0.0
FB221U0034-A3ABF91RNF2-Y01K-6080	0.0	0.0	0.0	0.0	0.0	1.0	0.0
FB221U0034-A3ABF91RNF2-Y01K-80100	1.0	0.0	0.0	0.0	0.0	0.0	0.0
FB221U0034-A3ABF91RNF2-Y01K-8040	0.0	0.0	0.0	0.0	0.0	0.0	1.0
FB221U0034-A3ABF91RNF2-Y01K-8060	1.0	0.0	0.0	0.0	0.0	0.0	0.0
FB221U0034-A3ABF91RNF2-Y01K-8080	1.0	0.0	0.0	0.0	0.0	0.0	0.0
FB221U0553-A3ABF91RNF3-Y01K-100100	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FB221U0553-A3ABF91RNF3-Y01K-10040	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FB221U0553-A3ABF91RNF3-Y01K-10060	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FB221U0553-A3ABF91RNF3-Y01K-10080	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FB221U0553-A3ABF91RNF3-Y01K-40100	0.0	0.0	0.0	0.0	0.0	1.0	0.0
FB221U0553-A3ABF91RNF3-Y01K-4040	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FB221U0553-A3ABF91RNF3-Y01K-4060	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FB221U0553-A3ABF91RNF3-Y01K-4080	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FB221U0553-A3ABF91RNF3-Y01K-60100	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FB221U0553-A3ABF91RNF3-Y01K-6040	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FB221U0553-A3ABF91RNF3-Y01K-6060	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FB221U0553-A3ABF91RNF3-Y01K-6080	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FB221U0553-A3ABF91RNF3-Y01K-80100	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FB221U0553-A3ABF91RNF3-Y01K-8040	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FB221U0553-A3ABF91RNF3-Y01K-8060	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FB221U0553-A3ABF91RNF3-Y01K-8080	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FB221V0010-A3ABF9DXNF2-Y01K-100100	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FB221V0010-A3ABF9DXNF2-Y01K-10040	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FB221V0010-A3ABF9DXNF2-Y01K-10060	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FB221V0010-A3ABF9DXNF2-Y01K-10080	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FB221V0010-A3ABF9DXNF2-Y01K-40100	0.0	0.0	1.0	0.0	0.0	0.0	0.0
FB221V0010-A3ABF9DXNF2-Y01K-4040	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FB221V0010-A3ABF9DXNF2-Y01K-4060	0.0	0.0	1.0	0.0	0.0	0.0	0.0
FB221V0010-A3ABF9DXNF2-Y01K-4080	0.0	0.0	1.0	0.0	0.0	0.0	0.0
FB221V0010-A3ABF9DXNF2-Y01K-60100	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FB221V0010-A3ABF9DXNF2-Y01K-6040	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FB221V0010-A3ABF9DXNF2-Y01K-6060	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FB221V0010-A3ABF9DXNF2-Y01K-6080	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FB221V0010-A3ABF9DXNF2-Y01K-80100	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FB221V0010-A3ABF9DXNF2-Y01K-8040	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FB221V0010-A3ABF9DXNF2-Y01K-8060	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FB221V0010-A3ABF9DXNF2-Y01K-8080	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FB221V0091-A3ABF90XNF2-Y01K-100100	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FB221V0091-A3ABF90XNF2-Y01K-10040	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FB221V0091-A3ABF90XNF2-Y01K-10060	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FB221V0091-A3ABF90XNF2-Y01K-10080	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FB221V0091-A3ABF90XNF2-Y01K-40100	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FB221V0091-A3ABF90XNF2-Y01K-4040	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FB221V0091-A3ABF90XNF2-Y01K-4060	0.0	0.0	0.0	0.0	0.0	0.0	1.0
FB221V0091-A3ABF90XNF2-Y01K-4080	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FB221V0091-A3ABF90XNF2-Y01K-60100	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FB221V0091-A3ABF90XNF2-Y01K-6040	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FB221V0091-A3ABF90XNF2-Y01K-6060	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FB221V0091-A3ABF90XNF2-Y01K-6080	0.0	0.0	0.0	0.0	0.0	0.0	1.0
FB221V0091-A3ABF90XNF2-Y01K-80100	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FB221V0091-A3ABF90XNF2-Y01K-8040	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FB221V0091-A3ABF90XNF2-Y01K-8060	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FB221V0091-A3ABF90XNF2-Y01K-8080	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FB22270251-A3ABF91RNF2-Y01K-100100	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FB22270251-A3ABF91RNF2-Y01K-10040	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FB22270251-A3ABF91RNF2-Y01K-10060	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FB22270251-A3ABF91RNF2-Y01K-10080	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FB22270251-A3ABF91RNF2-Y01K-40100	0.0	0.0	0.0	0.0	0.0	1.0	0.0
FB22270251-A3ABF91RNF2-Y01K-4040	0.0	0.0	1.0	0.0	0.0	0.0	0.0
FB22270251-A3ABF91RNF2-Y01K-4060	0.0	0.0	1.0	0.0	0.0	0.0	0.0
FB22270251-A3ABF91RNF2-Y01K-4080	0.0	0.0	0.0	0.0	0.0	1.0	0.0
FB22270251-A3ABF91RNF2-Y01K-60100	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FB22270251-A3ABF91RNF2-Y01K-6040	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FB22270251-A3ABF91RNF2-Y01K-6060	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FB22270251-A3ABF91RNF2-Y01K-6080	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FB22270251-A3ABF91RNF2-Y01K-80100	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FB22270251-A3ABF91RNF2-Y01K-8040	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FB22270251-A3ABF91RNF2-Y01K-8060	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FB22270251-A3ABF91RNF2-Y01K-8080	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FB22290017-A3ABF9DXNF2-Y01K-100100	0.0	0.0	0.0	0.0	0.0	0.0	1.0
FB22290017-A3ABF9DXNF2-Y01K-10040	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FB22290017-A3ABF9DXNF2-Y01K-10060	0.0	0.0	0.0	0.0	0.0	0.0	1.0
FB22290017-A3ABF9DXNF2-Y01K-10080	0.0	0.0	0.0	0.0	0.0	0.0	1.0
FB22290017-A3ABF9DXNF2-Y01K-40100	0.0	0.0	0.0	0.0	0.0	0.0	1.0
FB22290017-A3ABF9DXNF2-Y01K-4040	0.0	0.0	0.0	0.0	0.0	0.0	1.0
FB22290017-A3ABF9DXNF2-Y01K-4060	0.0	0.0	0.0	0.0	0.0	0.0	1.0
FB22290017-A3ABF9DXNF2-Y01K-4080	0.0	0.0	0.0	0.0	0.0	0.0	1.0
FB22290017-A3ABF9DXNF2-Y01K-60100	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FB22290017-A3ABF9DXNF2-Y01K-6040	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FB22290017-A3ABF9DXNF2-Y01K-6060	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FB22290017-A3ABF9DXNF2-Y01K-6080	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FB22290017-A3ABF9DXNF2-Y01K-80100	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FB22290017-A3ABF9DXNF2-Y01K-8040	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FB22290017-A3ABF9DXNF2-Y01K-8060	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FB22290017-A3ABF9DXNF2-Y01K-8080	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FB222A0335-A3ABF91RNF2-Y01K-100100	0.0	0.0	0.0	0.0	0.0	0.0	1.0
FB222A0335-A3ABF91RNF2-Y01K-10040	0.0	0.0	0.0	0.0	0.0	0.0	1.0
FB222A0335-A3ABF91RNF2-Y01K-10060	0.0	0.0	0.0	0.0	0.0	0.0	1.0
FB222A0335-A3ABF91RNF2-Y01K-10080	0.0	0.0	0.0	0.0	0.0	0.0	1.0
FB222A0335-A3ABF91RNF2-Y01K-40100	0.0	0.0	0.0	0.0	0.0	0.0	1.0
FB222A0335-A3ABF91RNF2-Y01K-4040	0.0	0.0	0.0	0.0	0.0	0.0	1.0
FB222A0335-A3ABF91RNF2-Y01K-4060	0.0	0.0	0.0	0.0	0.0	0.0	1.0
FB222A0335-A3ABF91RNF2-Y01K-4080	0.0	0.0	0.0	0.0	0.0	0.0	1.0
FB222A0335-A3ABF91RNF2-Y01K-60100	0.0	0.0	0.0	0.0	0.0	0.0	1.0
FB222A0335-A3ABF91RNF2-Y01K-6040	0.0	0.0	0.0	0.0	0.0	0.0	1.0
FB222A0335-A3ABF91RNF2-Y01K-6060	0.0	0.0	0.0	0.0	0.0	0.0	1.0
FB222A0335-A3ABF91RNF2-Y01K-6080	0.0	0.0	0.0	0.0	0.0	0.0	1.0
FB222A0335-A3ABF91RNF2-Y01K-80100	0.0	0.0	0.0	0.0	0.0	0.0	1.0
FB222A0335-A3ABF91RNF2-Y01K-8040	0.0	0.0	0.0	0.0	0.0	0.0	1.0
FB222A0335-A3ABF91RNF2-Y01K-8060	0.0	0.0	0.0	0.0	0.0	0.0	1.0
FB222A0335-A3ABF91RNF2-Y01K-8080	0.0	0.0	0.0	0.0	0.0	0.0	1.0
FB222B0144-A3ABF91RNF2-Y01K-100100	1.0	0.0	0.0	0.0	0.0	0.0	0.0
FB222B0144-A3ABF91RNF2-Y01K-10040	0.0	0.0	0.0	0.0	0.0	0.0	1.0
FB222B0144-A3ABF91RNF2-Y01K-10060	0.0	0.0	1.0	0.0	0.0	0.0	0.0
FB222B0144-A3ABF91RNF2-Y01K-10080	1.0	0.0	0.0	0.0	0.0	0.0	0.0
FB222B0144-A3ABF91RNF2-Y01K-40100	0.0	0.0	1.0	0.0	0.0	0.0	0.0
FB222B0144-A3ABF91RNF2-Y01K-4040	0.0	0.0	1.0	0.0	0.0	0.0	0.0
FB222B0144-A3ABF91RNF2-Y01K-4060	0.0	0.0	1.0	0.0	0.0	0.0	0.0
FB222B0144-A3ABF91RNF2-Y01K-4080	0.0	0.0	1.0	0.0	0.0	0.0	0.0
FB222B0144-A3ABF91RNF2-Y01K-60100	0.0	0.0	1.0	0.0	0.0	0.0	0.0
FB222B0144-A3ABF91RNF2-Y01K-6040	0.0	0.0	1.0	0.0	0.0	0.0	0.0
FB222B0144-A3ABF91RNF2-Y01K-6060	0.0	0.0	1.0	0.0	0.0	0.0	0.0
FB222B0144-A3ABF91RNF2-Y01K-6080	0.0	0.0	1.0	0.0	0.0	0.0	0.0
FB222B0144-A3ABF91RNF2-Y01K-80100	0.0	0.0	1.0	0.0	0.0	0.0	0.0
FB222B0144-A3ABF91RNF2-Y01K-8040	0.0	0.0	0.0	0.0	0.0	0.0	1.0
FB222B0144-A3ABF91RNF2-Y01K-8060	0.0	0.0	1.0	0.0	0.0	0.0	0.0
FB222B0144-A3ABF91RNF2-Y01K-8080	0.0	0.0	0.0	0.0	0.0	0.0	1.0
FB222B0231-A3ABF91RNF3-Y01K-100100	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FB222B0231-A3ABF91RNF3-Y01K-10040	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FB222B0231-A3ABF91RNF3-Y01K-10060	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FB222B0231-A3ABF91RNF3-Y01K-10080	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FB222B0231-A3ABF91RNF3-Y01K-40100	0.0	0.0	1.0	0.0	0.0	0.0	0.0
FB222B0231-A3ABF91RNF3-Y01K-4040	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FB222B0231-A3ABF91RNF3-Y01K-4060	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FB222B0231-A3ABF91RNF3-Y01K-4080	0.0	0.0	1.0	0.0	0.0	0.0	0.0
FB222B0231-A3ABF91RNF3-Y01K-60100	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FB222B0231-A3ABF91RNF3-Y01K-6040	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FB222B0231-A3ABF91RNF3-Y01K-6060	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FB222B0231-A3ABF91RNF3-Y01K-6080	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FB222B0231-A3ABF91RNF3-Y01K-80100	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FB222B0231-A3ABF91RNF3-Y01K-8040	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FB222B0231-A3ABF91RNF3-Y01K-8060	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FB222B0231-A3ABF91RNF3-Y01K-8080	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FB222B0267-A3ABF91RNF3-Y01K-100100	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FB222B0267-A3ABF91RNF3-Y01K-10040	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FB222B0267-A3ABF91RNF3-Y01K-10060	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FB222B0267-A3ABF91RNF3-Y01K-10080	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FB222B0267-A3ABF91RNF3-Y01K-40100	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FB222B0267-A3ABF91RNF3-Y01K-4040	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FB222B0267-A3ABF91RNF3-Y01K-4060	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FB222B0267-A3ABF91RNF3-Y01K-4080	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FB222B0267-A3ABF91RNF3-Y01K-60100	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FB222B0267-A3ABF91RNF3-Y01K-6040	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FB222B0267-A3ABF91RNF3-Y01K-6060	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FB222B0267-A3ABF91RNF3-Y01K-6080	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FB222B0267-A3ABF91RNF3-Y01K-80100	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FB222B0267-A3ABF91RNF3-Y01K-8040	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FB222B0267-A3ABF91RNF3-Y01K-8060	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FB222B0267-A3ABF91RNF3-Y01K-8080	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FB222C0066-A3AAF90XNF2-Y01K-100100	0.0	0.0	0.0	0.0	0.0	1.0	0.0
FB222C0066-A3AAF90XNF2-Y01K-10040	1.0	0.0	0.0	0.0	0.0	0.0	0.0
FB222C0066-A3AAF90XNF2-Y01K-10060	0.0	0.0	0.0	0.0	0.0	1.0	0.0
FB222C0066-A3AAF90XNF2-Y01K-10080	0.0	0.0	0.0	0.0	0.0	1.0	0.0
FB222C0066-A3AAF90XNF2-Y01K-40100	0.0	0.0	0.0	0.0	0.0	1.0	0.0
FB222C0066-A3AAF90XNF2-Y01K-4040	1.0	0.0	0.0	0.0	0.0	0.0	0.0
FB222C0066-A3AAF90XNF2-Y01K-4060	0.0	0.0	0.0	0.0	0.0	1.0	0.0
FB222C0066-A3AAF90XNF2-Y01K-4080	0.0	0.0	0.0	0.0	0.0	1.0	0.0
FB222C0066-A3AAF90XNF2-Y01K-60100	0.0	0.0	0.0	0.0	0.0	1.0	0.0
FB222C0066-A3AAF90XNF2-Y01K-6040	0.0	0.0	0.0	0.0	0.0	1.0	0.0
FB222C0066-A3AAF90XNF2-Y01K-6060	0.0	0.0	0.0	0.0	0.0	1.0	0.0
FB222C0066-A3AAF90XNF2-Y01K-6080	0.0	0.0	0.0	0.0	0.0	1.0	0.0
FB222C0066-A3AAF90XNF2-Y01K-80100	0.0	0.0	0.0	0.0	0.0	1.0	0.0
FB222C0066-A3AAF90XNF2-Y01K-8040	1.0	0.0	0.0	0.0	0.0	0.0	0.0
FB222C0066-A3AAF90XNF2-Y01K-8060	0.0	0.0	0.0	0.0	0.0	1.0	0.0
FB222C0066-A3AAF90XNF2-Y01K-8080	0.0	0.0	0.0	0.0	0.0	1.0	0.0
FB222E0276-A3ABF91RNF2-Y01K-100100	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FB222E0276-A3ABF91RNF2-Y01K-10040	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FB222E0276-A3ABF91RNF2-Y01K-10060	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FB222E0276-A3ABF91RNF2-Y01K-10080	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FB222E0276-A3ABF91RNF2-Y01K-40100	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FB222E0276-A3ABF91RNF2-Y01K-4040	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FB222E0276-A3ABF91RNF2-Y01K-4060	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FB222E0276-A3ABF91RNF2-Y01K-4080	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FB222E0276-A3ABF91RNF2-Y01K-60100	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FB222E0276-A3ABF91RNF2-Y01K-6040	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FB222E0276-A3ABF91RNF2-Y01K-6060	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FB222E0276-A3ABF91RNF2-Y01K-6080	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FB222E0276-A3ABF91RNF2-Y01K-80100	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FB222E0276-A3ABF91RNF2-Y01K-8040	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FB222E0276-A3ABF91RNF2-Y01K-8060	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FB222E0276-A3ABF91RNF2-Y01K-8080	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FB222F0488-A3ABF91RNF3-Y01K-100100	0.0	0.0	0.0	0.0	0.0	0.0	1.0
FB222F0488-A3ABF91RNF3-Y01K-10040	1.0	0.0	0.0	0.0	0.0	0.0	0.0
FB222F0488-A3ABF91RNF3-Y01K-10060	1.0	0.0	0.0	0.0	0.0	0.0	0.0
FB222F0488-A3ABF91RNF3-Y01K-10080	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FB222F0488-A3ABF91RNF3-Y01K-40100	0.0	0.0	0.0	0.0	0.0	0.0	1.0
FB222F0488-A3ABF91RNF3-Y01K-4040	0.0	0.0	0.0	0.0	0.0	0.0	1.0
FB222F0488-A3ABF91RNF3-Y01K-4060	0.0	0.0	0.0	0.0	0.0	0.0	1.0
FB222F0488-A3ABF91RNF3-Y01K-4080	1.0	0.0	0.0	0.0	0.0	0.0	0.0
FB222F0488-A3ABF91RNF3-Y01K-60100	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FB222F0488-A3ABF91RNF3-Y01K-6040	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FB222F0488-A3ABF91RNF3-Y01K-6060	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FB222F0488-A3ABF91RNF3-Y01K-6080	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FB222F0488-A3ABF91RNF3-Y01K-80100	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FB222F0488-A3ABF91RNF3-Y01K-8040	1.0	0.0	0.0	0.0	0.0	0.0	0.0
FB222F0488-A3ABF91RNF3-Y01K-8060	1.0	0.0	0.0	0.0	0.0	0.0	0.0
FB222F0488-A3ABF91RNF3-Y01K-8080	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FB222G0287-A3ABF91RNF3-Y01K-100100	1.0	0.0	0.0	0.0	0.0	0.0	0.0
FB222G0287-A3ABF91RNF3-Y01K-10040	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FB222G0287-A3ABF91RNF3-Y01K-10060	1.0	0.0	0.0	0.0	0.0	0.0	0.0
FB222G0287-A3ABF91RNF3-Y01K-10080	1.0	0.0	0.0	0.0	0.0	0.0	0.0
FB222G0287-A3ABF91RNF3-Y01K-40100	0.0	0.0	1.0	0.0	0.0	0.0	0.0
FB222G0287-A3ABF91RNF3-Y01K-4040	0.0	0.0	1.0	0.0	0.0	0.0	0.0
FB222G0287-A3ABF91RNF3-Y01K-4060	0.0	0.0	0.0	0.0	0.0	1.0	0.0
FB222G0287-A3ABF91RNF3-Y01K-4080	0.0	0.0	1.0	0.0	0.0	0.0	0.0
FB222G0287-A3ABF91RNF3-Y01K-60100	0.0	0.0	1.0	0.0	0.0	0.0	0.0
FB222G0287-A3ABF91RNF3-Y01K-6040	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FB222G0287-A3ABF91RNF3-Y01K-6060	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FB222G0287-A3ABF91RNF3-Y01K-6080	0.0	0.0	1.0	0.0	0.0	0.0	0.0
FB222G0287-A3ABF91RNF3-Y01K-80100	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FB222G0287-A3ABF91RNF3-Y01K-8040	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FB222G0287-A3ABF91RNF3-Y01K-8060	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FB222G0287-A3ABF91RNF3-Y01K-8080	1.0	0.0	0.0	0.0	0.0	0.0	0.0
FB222G0346-A3ABF9DXNF3-Y01K-100100	0.0	0.0	1.0	0.0	0.0	0.0	0.0
FB222G0346-A3ABF9DXNF3-Y01K-10040	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FB222G0346-A3ABF9DXNF3-Y01K-10060	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FB222G0346-A3ABF9DXNF3-Y01K-10080	1.0	0.0	0.0	0.0	0.0	0.0	0.0
FB222G0346-A3ABF9DXNF3-Y01K-40100	0.0	0.0	1.0	0.0	0.0	0.0	0.0
FB222G0346-A3ABF9DXNF3-Y01K-4040	0.0	0.0	1.0	0.0	0.0	0.0	0.0
FB222G0346-A3ABF9DXNF3-Y01K-4060	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FB222G0346-A3ABF9DXNF3-Y01K-4080	0.0	0.0	1.0	0.0	0.0	0.0	0.0
FB222G0346-A3ABF9DXNF3-Y01K-60100	0.0	0.0	1.0	0.0	0.0	0.0	0.0
FB222G0346-A3ABF9DXNF3-Y01K-6040	0.0	0.0	1.0	0.0	0.0	0.0	0.0
FB222G0346-A3ABF9DXNF3-Y01K-6060	0.0	0.0	1.0	0.0	0.0	0.0	0.0
FB222G0346-A3ABF9DXNF3-Y01K-6080	0.0	0.0	1.0	0.0	0.0	0.0	0.0
FB222G0346-A3ABF9DXNF3-Y01K-80100	0.0	0.0	1.0	0.0	0.0	0.0	0.0
FB222G0346-A3ABF9DXNF3-Y01K-8040	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FB222G0346-A3ABF9DXNF3-Y01K-8060	0.0	0.0	1.0	0.0	0.0	0.0	0.0
FB222G0346-A3ABF9DXNF3-Y01K-8080	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FB222J0334-A3ABF91RNF2-Y01K-100100	0.0	0.0	1.0	0.0	0.0	0.0	0.0
FB222J0334-A3ABF91RNF2-Y01K-10040	0.0	0.0	1.0	0.0	0.0	0.0	0.0
FB222J0334-A3ABF91RNF2-Y01K-10060	0.0	0.0	1.0	0.0	0.0	0.0	0.0
FB222J0334-A3ABF91RNF2-Y01K-10080	0.0	0.0	1.0	0.0	0.0	0.0	0.0
